transaction_date,merchant_id,Total_Transaction,Total_Paid
2018-02-08,46774,1046,1014881.6699999992
2018-02-08,57192,928,190085.0040000004
2018-02-08,86302,98,236.16
2018-02-08,124381,520,229050.3780000006
2018-02-08,129316,190,500.3999999999999
2018-02-09,535,651,56841.46199999999
2018-02-09,42616,314,70931.71800000036
2018-02-09,46774,1111,1051284.708000002
2018-02-09,57192,914,170625.02400000035
2018-02-09,86302,100,195.102
2018-02-09,124381,503,240560.4420000008
2018-02-09,129316,162,425.2499999999997
2018-02-10,535,813,90836.31599999992
2018-02-10,42616,533,97143.26400000072
2018-02-10,46774,1088,899391.0960000005
2018-02-10,57192,718,117666.52199999994
2018-02-10,86302,68,109.17000000000004
2018-02-10,124381,507,275436.0900000003
2018-02-10,129316,99,285.29999999999995
2018-02-11,535,642,63497.46599999997
2018-02-11,42616,467,89572.50000000067
2018-02-11,46774,483,424019.3940000005
2018-02-11,57192,696,125889.87599999984
2018-02-11,86302,37,86.67
2018-02-11,124381,512,233451.54000000044
2018-02-11,129316,56,154.79999999999995
2018-02-12,535,785,97862.832
2018-02-12,42616,458,93124.02600000064
2018-02-12,46774,1695,1535463.809999999
2018-02-12,57192,1050,249816.5640000009
2018-02-12,86302,100,203.83200000000008
2018-02-12,124381,569,274058.8200000007
2018-02-12,129316,107,281.24999999999994
2018-02-13,535,773,78230.70000000001
2018-02-13,42616,405,89848.3680000006
2018-02-13,46774,1024,988160.7600000008
2018-02-13,57192,987,198444.7800000006
2018-02-13,86302,105,226.94400000000007
2018-02-13,124381,483,218144.37600000048
2018-02-13,129316,156,418.50000000000017
2018-02-14,535,645,61950.23999999999
2018-02-14,42616,313,68060.16000000034
2018-02-14,46774,1131,1101974.2199999995
2018-02-14,57192,883,201448.2960000005
2018-02-14,86302,130,228.042
2018-02-14,124381,495,232842.0600000005
2018-02-14,129316,239,624.6000000000003
2018-02-15,535,684,61182.324
2018-02-15,42616,320,73421.0820000003
2018-02-15,46774,1545,1399256.819999999
2018-02-15,57192,952,218705.9580000003
2018-02-15,86302,143,297.98999999999995
2018-02-15,124381,573,252146.03400000068
2018-02-15,129316,200,505.35
2018-02-16,535,735,79034.72399999991
2018-02-16,42616,265,54601.83000000023
2018-02-16,46774,1023,987808.9680000012
2018-02-16,57192,934,152659.2420000003
2018-02-16,86302,128,239.61600000000007
2018-02-16,124381,470,220894.2540000001
2018-02-16,129316,210,555.75
2018-02-17,535,601,70368.228
2018-02-17,42616,251,63197.10000000026
2018-02-17,46774,432,426263.9400000001
2018-02-17,57192,743,135721.9079999999
2018-02-17,86302,103,205.884
2018-02-17,124381,491,263852.8920000007
2018-02-17,129316,208,532.7999999999998
2018-02-18,535,385,32424.840000000004
2018-02-18,42616,303,71706.49200000029
2018-02-18,46774,301,253379.66399999984
2018-02-18,57192,670,106244.24399999988
2018-02-18,86302,45,111.15000000000002
2018-02-18,124381,462,223273.94400000063
2018-02-18,129316,130,339.74999999999983
2018-02-19,535,814,85035.05999999995
2018-02-19,42616,296,68723.92800000032
2018-02-19,46774,1151,985314.096000001
2018-02-19,57192,992,199900.62000000087
2018-02-19,86302,153,270.036
2018-02-19,124381,526,239440.6800000005
2018-02-19,129316,236,618.2999999999997
2018-02-20,535,852,91835.28000000004
2018-02-20,42616,282,76694.65200000034
2018-02-20,46774,1324,1158099.8040000005
2018-02-20,57192,985,189980.0460000005
2018-02-20,86302,155,313.5240000000001
2018-02-20,124381,532,285877.22400000074
2018-02-20,129316,267,700.1999999999994
2018-02-21,535,827,78660.972
2018-02-21,42616,258,66933.2880000003
2018-02-21,46774,877,922984.3619999996
2018-02-21,57192,967,169387.4880000006
2018-02-21,86302,199,382.464
2018-02-21,124381,507,278041.3200000004
2018-02-21,129316,264,687.1500000000008
2018-02-22,535,780,72600.98399999998
2018-02-22,42616,234,63983.61000000025
2018-02-22,46774,695,621835.4700000004
2018-02-22,57192,1025,197989.21800000063
2018-02-22,86302,165,298.224
2018-02-22,124381,540,224553.9240000006
2018-02-22,129316,308,785.2499999999998
2018-02-23,535,711,72876.14999999998
2018-02-23,42616,454,80497.44000000067
2018-02-23,46774,736,699974.3520000004
2018-02-23,57192,920,182723.9040000003
2018-02-23,86302,163,291.5819999999998
2018-02-23,124381,429,194514.8760000003
2018-02-23,129316,258,640.7999999999989
2018-02-24,535,567,50424.10200000001
2018-02-24,42616,315,66936.09600000037
2018-02-24,46774,307,244079.0819999997
2018-02-24,57192,741,134588.44799999983
2018-02-24,86302,118,224.17200000000005
2018-02-24,124381,524,235517.79600000067
2018-02-24,129316,240,620.9999999999997
2018-02-25,535,522,44735.88600000001
2018-02-25,42616,452,100636.65000000084
2018-02-25,46774,343,249856.66799999983
2018-02-25,57192,657,89635.10399999982
2018-02-25,86302,46,96.75
2018-02-25,124381,596,307442.2500000007
2018-02-25,129316,118,285.30000000000007
2018-02-26,535,983,126642.20399999966
2018-02-26,42616,282,78661.4940000004
2018-02-26,46774,1113,1059969.5279999997
2018-02-26,57192,991,208848.7080000009
2018-02-26,86302,144,270.1619999999999
2018-02-26,124381,656,315453.51000000053
2018-02-26,129316,151,371.25000000000017
2018-02-27,535,776,78815.394
2018-02-27,42616,257,71859.99600000029
2018-02-27,46774,867,740049.2640000016
2018-02-27,57192,1084,221377.8060000009
2018-02-27,86302,183,363.8879999999999
2018-02-27,124381,651,329691.79800000024
2018-02-27,129316,193,485.0999999999997
2018-02-28,535,756,69491.934
2018-02-28,42616,356,80922.96000000054
2018-02-28,46774,1663,1284544.5299999982
2018-02-28,57192,1013,186105.9060000004
2018-02-28,86302,197,357.51600000000025
2018-02-28,124381,790,405994.8960000001
2018-02-28,129316,169,413.9999999999997
2018-03-01,535,725,71045.63999999997
2018-03-01,42616,353,84664.5660000005
2018-03-01,46774,1707,1573921.2420000003
2018-03-01,57192,1126,223734.99600000068
2018-03-01,86302,119,211.428
2018-03-01,124381,551,304302.402
2018-03-01,129316,128,310.94999999999993
2018-03-02,535,606,57662.820000000014
2018-03-02,42616,355,77895.82800000047
2018-03-02,46774,1367,1312483.4819999994
2018-03-02,57192,1001,292392.7740000005
2018-03-02,86302,105,231.588
2018-03-02,124381,456,233976.4200000004
2018-03-02,129316,247,639.8999999999996
2018-03-03,535,728,83089.58399999984
2018-03-03,42616,284,68409.23400000029
2018-03-03,46774,615,581663.3760000006
2018-03-03,57192,822,132247.98000000007
2018-03-03,86302,108,202.266
2018-03-03,124381,450,196589.5740000007
2018-03-03,129316,239,596.2499999999995
2018-03-04,535,459,35136.000000000015
2018-03-04,42616,308,75193.63200000039
2018-03-04,46774,534,489065.12999999954
2018-03-04,57192,736,116161.39799999991
2018-03-04,86302,27,88.65000000000002
2018-03-04,124381,514,227744.8020000005
2018-03-04,129316,113,296.09999999999985
2018-03-05,535,838,76897.15199999999
2018-03-05,42616,302,80464.5540000004
2018-03-05,46774,2102,1891428.443999996
2018-03-05,57192,1095,243725.0580000009
2018-03-05,86302,100,220.95
2018-03-05,124381,504,248443.6860000005
2018-03-05,129316,176,437.3999999999997
2018-03-06,535,916,106709.29199999988
2018-03-06,42616,334,86808.67200000054
2018-03-06,46774,1412,1400422.9139999996
2018-03-06,57192,1068,188503.92000000027
2018-03-06,86302,176,383.65200000000016
2018-03-06,124381,549,237546.64800000068
2018-03-06,129316,258,674.1000000000004
2018-03-07,535,732,63084.240000000005
2018-03-07,42616,310,82773.48600000047
2018-03-07,46774,1357,1336510.1519999993
2018-03-07,57192,1059,195454.27800000043
2018-03-07,86302,110,262.548
2018-03-07,124381,584,295070.3640000004
2018-03-07,129316,307,806.8500000000004
2018-03-08,535,875,93782.17799999993
2018-03-08,42616,296,73213.45200000037
2018-03-08,46774,1283,1179606.7080000008
2018-03-08,57192,1001,196204.55400000108
2018-03-08,86302,138,301.446
2018-03-08,124381,897,430598.87999999966
2018-03-08,129316,237,628.2000000000002
2018-03-09,535,613,57419.280000000006
2018-03-09,42616,330,79082.11800000045
2018-03-09,46774,1122,1120160.5560000003
2018-03-09,57192,1028,172508.3280000004
2018-03-09,86302,149,303.49800000000005
2018-03-09,124381,521,222189.2100000004
2018-03-09,129316,239,612.8999999999997
2018-03-10,535,492,51302.50200000001
2018-03-10,42616,318,79444.60200000039
2018-03-10,46774,1007,849503.2320000003
2018-03-10,57192,731,110314.87199999986
2018-03-10,86302,129,265.68000000000023
2018-03-10,124381,518,197581.4100000008
2018-03-10,129316,328,874.7999999999996
2018-03-11,535,437,39151.44
2018-03-11,42616,347,87398.94600000045
2018-03-11,46774,470,399858.9120000005
2018-03-11,57192,677,109438.90199999978
2018-03-11,86302,31,79.64999999999999
2018-03-11,124381,538,221071.91400000092
2018-03-11,129316,127,342.45
2018-03-12,535,1127,134561.91599999976
2018-03-12,42616,365,89984.08800000061
2018-03-12,46774,1836,1757947.3020000008
2018-03-12,57192,994,222496.5420000008
2018-03-12,86302,142,309.7620000000001
2018-03-12,124381,529,229276.0260000008
2018-03-12,129316,271,728.0999999999996
2018-03-13,535,812,75446.46000000002
2018-03-13,42616,371,92231.73000000056
2018-03-13,46774,1163,1238002.235999999
2018-03-13,57192,1017,268724.30400000064
2018-03-13,86302,129,311.2560000000002
2018-03-13,124381,454,242946.2700000004
2018-03-13,129316,296,762.7499999999992
2018-03-14,535,676,58540.5
2018-03-14,42616,387,105130.15200000069
2018-03-14,46774,990,933244.2000000008
2018-03-14,57192,981,223142.81400000068
2018-03-14,86302,163,348.732
2018-03-14,124381,429,187226.4060000004
2018-03-14,129316,350,950.850000000001
2018-03-15,535,819,89642.69999999997
2018-03-15,42616,326,81703.31400000036
2018-03-15,46774,1686,1525198.499999999
2018-03-15,57192,1028,199506.45600000035
2018-03-15,86302,185,428.4000000000001
2018-03-15,124381,447,215907.4620000005
2018-03-15,129316,455,1195.650000000001
2018-03-16,535,627,71195.22000000002
2018-03-16,42616,308,79055.76600000047
2018-03-16,46774,1064,1010010.2040000012
2018-03-16,57192,955,280007.5500000001
2018-03-16,86302,150,341.676
2018-03-16,124381,466,250646.70600000035
2018-03-16,129316,321,878.4000000000001
2018-03-17,535,559,52211.44800000001
2018-03-17,42616,384,99366.40800000068
2018-03-17,46774,409,358050.54599999986
2018-03-17,57192,744,117745.32599999972
2018-03-17,86302,128,260.8920000000001
2018-03-17,124381,360,194617.38600000003
2018-03-17,129316,349,927.8999999999996
2018-03-18,535,466,44082.36000000001
2018-03-18,42616,336,80858.25000000045
2018-03-18,46774,365,333334.1880000003
2018-03-18,57192,643,105753.22199999972
2018-03-18,86302,50,129.024
2018-03-18,124381,387,180351.28800000023
2018-03-18,129316,221,601.2000000000002
2018-03-19,535,1239,153815.75999999963
2018-03-19,42616,375,90286.88400000066
2018-03-19,46774,1232,1181759.6340000012
2018-03-19,57192,1027,207530.4060000008
2018-03-19,86302,191,396.0
2018-03-19,124381,535,251956.0260000007
2018-03-19,129316,233,613.3499999999996
2018-03-20,535,714,72311.22000000002
2018-03-20,42616,391,98928.7380000007
2018-03-20,46774,1227,1087416.3960000009
2018-03-20,57192,1073,218310.96600000057
2018-03-20,86302,220,458.67600000000016
2018-03-20,124381,476,200561.09400000045
2018-03-20,129316,275,712.3500000000006
2018-03-21,535,715,64982.7
2018-03-21,42616,327,80096.05800000041
2018-03-21,46774,978,865216.9980000006
2018-03-21,57192,1058,232407.28800000084
2018-03-21,86302,191,431.7300000000002
2018-03-21,124381,593,271171.1340000005
2018-03-21,129316,424,1130.4
2018-03-22,535,805,81912.42
2018-03-22,42616,324,80972.9100000004
2018-03-22,46774,846,733750.0200000003
2018-03-22,57192,940,174700.6020000004
2018-03-22,86302,173,378.198
2018-03-22,124381,435,214229.84400000045
2018-03-22,129316,294,749.6999999999994
2018-03-23,535,1001,125116.01999999984
2018-03-23,42616,342,90391.35600000055
2018-03-23,46774,755,698535.7919999999
2018-03-23,57192,972,183888.8640000001
2018-03-23,86302,213,420.7320000000004
2018-03-23,124381,394,170735.3280000003
2018-03-23,129316,346,916.65
2018-03-24,535,546,52248.24
2018-03-24,42616,365,90826.83000000055
2018-03-24,46774,346,286676.3519999996
2018-03-24,57192,783,168021.95400000017
2018-03-24,86302,140,252.612
2018-03-24,124381,446,188490.13200000045
2018-03-24,129316,324,838.3500000000007
2018-03-25,535,480,43568.82000000001
2018-03-25,42616,403,106495.79400000072
2018-03-25,46774,292,252070.992
2018-03-25,57192,693,120254.5619999998
2018-03-25,86302,44,107.55
2018-03-25,124381,439,186133.78800000047
2018-03-25,129316,144,390.60000000000014
2018-03-26,535,793,69236.09999999999
2018-03-26,42616,392,95468.31000000064
2018-03-26,46774,1095,960266.2860000014
2018-03-26,57192,1045,220281.4080000005
2018-03-26,86302,187,400.914
2018-03-26,124381,491,242564.7420000005
2018-03-26,129316,300,790.6500000000002
2018-03-27,535,838,90912.27599999988
2018-03-27,42616,356,88259.8320000006
2018-03-27,46774,775,743752.9080000008
2018-03-27,57192,990,184202.11800000083
2018-03-27,86302,189,390.096
2018-03-27,124381,349,159871.46400000018
2018-03-27,129316,335,869.8500000000006
2018-03-28,535,1000,119588.21999999972
2018-03-28,42616,339,91586.08800000054
2018-03-28,46774,685,607054.7340000003
2018-03-28,57192,1088,183181.14000000065
2018-03-28,86302,237,563.8860000000001
2018-03-28,124381,445,215206.5240000005
2018-03-28,129316,280,743.8499999999999
2018-03-29,535,703,62238.25800000001
2018-03-29,42616,313,78559.86600000046
2018-03-29,46774,737,669763.6740000013
2018-03-29,57192,929,231522.8220000006
2018-03-29,86302,232,485.766
2018-03-29,124381,362,175884.21000000017
2018-03-29,129316,237,619.1999999999999
2018-03-30,535,656,69089.21999999999
2018-03-30,42616,303,72544.14000000038
2018-03-30,46774,1016,869024.6100000013
2018-03-30,57192,854,149278.77000000016
2018-03-30,86302,221,479.61
2018-03-30,124381,381,162338.5080000002
2018-03-30,129316,418,1125.0000000000016
2018-03-31,535,810,105588.28799999991
2018-03-31,42616,281,69580.60200000036
2018-03-31,46774,866,614139.8220000005
2018-03-31,57192,625,98029.38599999993
2018-03-31,86302,151,341.1180000000002
2018-03-31,124381,298,148366.9440000001
2018-03-31,129316,394,1038.15
2018-04-01,535,439,40591.62
2018-04-01,42616,309,82671.44400000044
2018-04-01,46774,393,306865.7280000001
2018-04-01,57192,577,76826.55599999988
2018-04-01,86302,24,60.858
2018-04-01,124381,323,140822.4240000004
2018-04-01,129316,273,737.1
2018-04-02,535,755,85991.21999999999
2018-04-02,42616,555,129817.35000000088
2018-04-02,46774,1884,1752443.928000002
2018-04-02,57192,1046,221729.6520000008
2018-04-02,86302,110,238.48200000000008
2018-04-02,124381,404,201337.2180000005
2018-04-02,129316,368,983.7000000000004
2018-04-03,535,745,78290.26199999999
2018-04-03,42616,507,127691.49600000092
2018-04-03,46774,1414,1303535.573999999
2018-04-03,57192,961,196701.0120000009
2018-04-03,86302,110,263.21399999999994
2018-04-03,124381,370,190587.8340000004
2018-04-03,129316,386,1022.85
2018-04-04,535,1054,128914.18199999984
2018-04-04,42616,439,100374.1380000007
2018-04-04,46774,1291,1215024.714
2018-04-04,57192,960,200380.6800000004
2018-04-04,86302,107,262.74600000000004
2018-04-04,124381,435,197322.1740000005
2018-04-04,129316,399,1038.1500000000003
2018-04-05,535,862,92317.85999999994
2018-04-05,42616,429,101379.4200000006
2018-04-05,46774,1570,1483039.5839999986
2018-04-05,57192,1003,216900.4320000011
2018-04-05,86302,147,351.4860000000003
2018-04-05,124381,390,197701.3440000004
2018-04-05,129316,332,911.7000000000008
2018-04-06,535,692,74527.38000000003
2018-04-06,42616,398,93531.00600000052
2018-04-06,46774,1480,1398907.619999999
2018-04-06,57192,939,196766.4420000005
2018-04-06,86302,153,350.982
2018-04-06,124381,371,172103.88600000032
2018-04-06,129316,334,882.4500000000007
2018-04-07,535,545,60402.600000000006
2018-04-07,42616,370,90629.29800000056
2018-04-07,46774,613,500082.1380000007
2018-04-07,57192,701,141003.55800000008
2018-04-07,86302,90,191.358
2018-04-07,124381,347,161786.71800000034
2018-04-07,129316,310,809.5499999999998
2018-04-08,535,501,46110.222
2018-04-08,42616,493,126750.6180000009
2018-04-08,46774,516,435950.76600000006
2018-04-08,57192,707,146023.23600000003
2018-04-08,86302,50,98.90999999999998
2018-04-08,124381,392,184549.4640000004
2018-04-08,129316,204,532.3500000000003
2018-04-09,535,799,97617.59999999996
2018-04-09,42616,483,125617.32000000088
2018-04-09,46774,1722,1623009.1679999994
2018-04-09,57192,1028,267116.2740000004
2018-04-09,86302,119,273.2580000000001
2018-04-09,124381,475,232952.8680000004
2018-04-09,129316,393,1038.6
2018-04-10,535,1102,133631.63999999966
2018-04-10,42616,477,112325.14800000085
2018-04-10,46774,2596,2378318.652
2018-04-10,57192,992,221970.1500000012
2018-04-10,86302,162,371.0700000000002
2018-04-10,124381,384,180144.7920000004
2018-04-10,129316,383,1028.6999999999998
2018-04-11,535,819,93407.2019999999
2018-04-11,42616,483,113453.20800000094
2018-04-11,46774,1355,1237421.0699999998
2018-04-11,57192,1051,220402.49400000068
2018-04-11,86302,184,436.3920000000001
2018-04-11,124381,394,182047.24800000028
2018-04-11,129316,382,1003.9500000000006
2018-04-12,535,914,102742.72199999967
2018-04-12,42616,420,103524.4800000007
2018-04-12,46774,1051,1000107.612000001
2018-04-12,57192,979,163535.18400000074
2018-04-12,86302,191,457.974
2018-04-12,124381,346,168697.42200000025
2018-04-12,129316,442,1214.1000000000024
2018-04-13,535,616,59804.15400000002
2018-04-13,42616,387,90027.59400000058
2018-04-13,46774,980,904926.7440000016
